window,row_count,roc_auc,pr_auc,ks,brier,ece,bad_recall,high_risk_rate,score_mean,score_std,score_psi_vs_w1
W2,37142,0.9640977836906397,0.7395714549580876,0.8082470788493062,0.01699843298189855,0.003970436141428403,0.8858477970627503,0.11019869689300522,0.03826314963150909,0.1448355239591361,0.00014722966724712888
W3,37049,0.9651593755629013,0.7505703026034986,0.8116947707947085,0.016542327216444518,0.0037019272374052567,0.8847184986595175,0.10656158060946315,0.037755721773364184,0.14505909976924675,0.00011930321361328558
