feature,importance
numeric__login_fail_count,30.94424475987458
numeric__reg_to_apply_days,18.6196172108765
numeric__max_overdue_days,14.357277545599024
numeric__overdue_history,7.470735054663184
numeric__social_score,5.303330450848938
numeric__judicial_risk_score,4.245566249942139
numeric__multi_loan_count,3.4257087309290974
numeric__credit_query_times,3.3676575945290406
numeric__telecom_score,3.339871594653657
numeric__ecomm_risk_score,1.9360045816722065
numeric__emulator_flag,1.2945662496068748
numeric__gps_anomaly,1.2092988663800333
numeric__blacklist_hit,0.8895520592148165
numeric__debt_income_ratio,0.43052312434951034
numeric__age,0.4159235558971832
numeric__job_stability,0.37692296498403055
numeric__night_activity_ratio,0.3265905363716996
numeric__credit_utilization,0.284218114848803
numeric__consumption_level,0.24827090504587285
numeric__apply_hour_cos,0.1802785849568365
numeric__click_frequency,0.17331561724376918
numeric__app_duration,0.1658314987665909
numeric__loan_amount_request,0.1253707137910518
numeric__credit_length_months,0.10792687705632016
numeric__session_count,0.10259167959498676
numeric__apply_hour_sin,0.08752879858242313
categorical__repayment_period_24,0.07111178179578208
numeric__device_risk_score,0.06620427034268939
numeric__income_level,0.053338941674180955
categorical__education_level_1,0.05245803154713737
numeric__ip_change_freq,0.04398610950979673
numeric__page_depth,0.03840338072306319
categorical__city_tier_1,0.030809698077265538
numeric__apply_weekday_sin,0.027912090517507593
categorical__repayment_period_6,0.026315079869902915
numeric__apply_weekday_cos,0.024511467402840457
categorical__device_type_2,0.024365149802730468
categorical__repayment_period_12,0.02209202463038291
categorical__gender_1,0.020487002521449575
categorical__city_tier_3,0.018566634985855156
categorical__education_level_4,0.016150052095434013
categorical__marital_status_1,0.015984009614876088
categorical__device_type_0,0.006845548636714025
categorical__device_type_1,0.004434379182440699
categorical__marital_status_2,0.003663540261978064
categorical__repayment_period_3,0.001986051361314217
categorical__city_tier_4,0.0011264692165613803
categorical__education_level_5,0.0005243659509101732
categorical__city_tier_2,0.0
categorical__gender_0,0.0
categorical__marital_status_0,0.0
categorical__education_level_3,0.0
categorical__education_level_2,0.0
numeric__apply_is_night,0.0
numeric__apply_is_weekend,0.0
categorical__repayment_period_36,0.0
