window,row_count,roc_auc,pr_auc,ks,brier,ece,bad_recall,high_risk_rate,score_mean,score_std,score_psi_vs_w1
W2,37142,0.9837082743324844,0.8774422528748564,0.8833249255094774,0.010601144485054842,0.0029350021500174515,0.92456608811749,0.07686715847288783,0.03810583163184854,0.1659863201008405,3.0263713545065642e-05
W3,37049,0.9830118800301083,0.8863262439061841,0.8935790782929739,0.010085005214990953,0.003107327289147072,0.9323056300268097,0.07471186806661448,0.03760513061068004,0.16590152677756373,2.9395553607186114e-05
