candidate_id,parameters_json,w0_tune_roc_auc,fit_seconds,status,error
1,"{""class_weight"": null, ""feature_fraction"": 0.75, ""learning_rate"": 0.015, ""max_depth"": 6, ""min_child_samples"": 40, ""n_estimators"": 700, ""num_leaves"": 24}",0.9860296569254002,1.2117880830192007,PASS,
2,"{""class_weight"": ""balanced"", ""feature_fraction"": 0.95, ""learning_rate"": 0.04, ""max_depth"": 9, ""min_child_samples"": 100, ""n_estimators"": 1000, ""num_leaves"": 48}",0.9866834118440309,2.9005066659883596,PASS,
