window,row_count,roc_auc,pr_auc,ks,brier,ece,bad_recall,high_risk_rate,score_mean,score_std,score_psi_vs_w1
W2,37142,0.9832159971197147,0.8474131742974849,0.8793122435045628,0.01187591843231706,0.0038024828047618837,0.9279038718291055,0.0840557859027516,0.03771170233536913,0.16348358684333836,0.00015031717760821017
W3,37049,0.9854132936573312,0.862573881902031,0.8804925497790392,0.011027506303349399,0.0034920901332192588,0.9249329758713136,0.08046101109341683,0.03733321386484043,0.16425648706936793,2.0480879803314746e-05
