feature,importance
numeric__login_fail_count,0.2603035569190979
numeric__max_overdue_days,0.11318730562925339
numeric__reg_to_apply_days,0.049307167530059814
numeric__overdue_history,0.04865971952676773
numeric__blacklist_hit,0.04519965127110481
numeric__judicial_risk_score,0.044034235179424286
numeric__emulator_flag,0.041132960468530655
numeric__gps_anomaly,0.032895978540182114
numeric__social_score,0.026048392057418823
numeric__multi_loan_count,0.02488967403769493
numeric__credit_query_times,0.021435335278511047
numeric__telecom_score,0.018619341775774956
numeric__ecomm_risk_score,0.015806155279278755
categorical__repayment_period_6,0.011318378150463104
numeric__session_count,0.010391993448138237
numeric__age,0.01022810023277998
numeric__page_depth,0.009922513738274574
categorical__education_level_3,0.009873524308204651
numeric__apply_weekday_sin,0.009733956307172775
numeric__job_stability,0.009554790332913399
categorical__education_level_5,0.009235801175236702
numeric__consumption_level,0.008752391673624516
numeric__credit_utilization,0.008688104338943958
categorical__education_level_2,0.008624332956969738
numeric__night_activity_ratio,0.00849061831831932
numeric__income_level,0.008488073945045471
numeric__debt_income_ratio,0.008369126357138157
numeric__loan_amount_request,0.008354074321687222
categorical__device_type_0,0.008256136439740658
numeric__apply_hour_sin,0.008205072022974491
numeric__credit_length_months,0.008077031932771206
numeric__click_frequency,0.007978576235473156
categorical__marital_status_1,0.007841751910746098
numeric__apply_weekday_cos,0.007773526478558779
numeric__app_duration,0.00766201876103878
categorical__repayment_period_12,0.007586001418530941
categorical__marital_status_2,0.007446893956512213
numeric__device_risk_score,0.007030845619738102
numeric__apply_is_weekend,0.00660626171156764
categorical__device_type_1,0.006387026980519295
categorical__gender_0,0.006194674875587225
numeric__apply_hour_cos,0.0059638251550495625
categorical__gender_1,0.005784205161035061
numeric__ip_change_freq,0.004887740593403578
categorical__repayment_period_24,0.004773179534822702
categorical__marital_status_0,0.0
categorical__education_level_4,0.0
categorical__education_level_1,0.0
categorical__device_type_2,0.0
categorical__city_tier_1,0.0
categorical__city_tier_2,0.0
categorical__city_tier_3,0.0
categorical__city_tier_4,0.0
categorical__repayment_period_3,0.0
numeric__apply_is_night,0.0
categorical__repayment_period_36,0.0
