window,row_count,roc_auc,pr_auc,ks,brier,ece,bad_recall,high_risk_rate,score_mean,score_std,score_psi_vs_w1
W2,37142,0.9602849623011358,0.7220211134105098,0.7952126794878115,0.017952796258486087,0.004249773197003052,0.8618157543391188,0.09867535404663184,0.0394572397277689,0.1453346195318253,0.0002624032899637552
W3,37049,0.9624416439382417,0.7386525895716038,0.7978546850086494,0.01718825243494496,0.003463306282992659,0.8619302949061662,0.09741153607384814,0.03912794654167223,0.1457647504492683,6.85152915251606e-05
