window,row_count,roc_auc,pr_auc,ks,brier,ece,bad_recall,high_risk_rate,score_mean,score_std,score_psi_vs_w1
W2,37142,0.9619675165585687,0.7122934141627828,0.8006247135484128,0.01818710667043515,0.0030062620221821025,0.8718291054739653,0.10764094556028216,0.0402494717641656,0.14747408457483838,0.0002678556398514463
W3,37049,0.9636693766101946,0.7327981588398592,0.8002820076453161,0.017223401407821276,0.0024286531499557703,0.8739946380697051,0.10594078112769575,0.03984377056670957,0.14732047246022612,0.00016373073504494899
