feature,importance
numeric__max_overdue_days,0.18145062029361725
numeric__blacklist_hit,0.07977897673845291
numeric__judicial_risk_score,0.0642319768667221
numeric__overdue_history,0.0586259588599205
numeric__emulator_flag,0.055623967200517654
numeric__reg_to_apply_days,0.04579645395278931
numeric__gps_anomaly,0.03758498653769493
numeric__social_score,0.030386321246623993
numeric__credit_query_times,0.02943163365125656
numeric__multi_loan_count,0.02602612040936947
numeric__telecom_score,0.01981300674378872
numeric__ecomm_risk_score,0.017200851812958717
numeric__apply_is_night,0.011186657473444939
categorical__marital_status_2,0.010941069573163986
categorical__education_level_5,0.010518914088606834
numeric__job_stability,0.010074490681290627
categorical__marital_status_0,0.009948691353201866
numeric__age,0.009601470082998276
categorical__gender_0,0.009559729136526585
categorical__city_tier_4,0.009501575492322445
numeric__credit_utilization,0.009301655925810337
categorical__city_tier_1,0.009240786544978619
numeric__device_risk_score,0.009172766469419003
numeric__consumption_level,0.00916326604783535
numeric__night_activity_ratio,0.009031044319272041
numeric__income_level,0.00901735294610262
numeric__loan_amount_request,0.008952323347330093
categorical__repayment_period_24,0.008897942490875721
categorical__repayment_period_12,0.008885795250535011
numeric__apply_hour_sin,0.00887666642665863
numeric__debt_income_ratio,0.008805553428828716
numeric__page_depth,0.008785799145698547
categorical__education_level_4,0.008772669360041618
numeric__session_count,0.008746280334889889
numeric__click_frequency,0.008715705014765263
numeric__apply_hour_cos,0.008624106645584106
numeric__app_duration,0.008573291823267937
categorical__device_type_2,0.008566298522055149
categorical__repayment_period_6,0.008561177179217339
numeric__ip_change_freq,0.00854620710015297
categorical__marital_status_1,0.008499066345393658
categorical__city_tier_2,0.008369840681552887
categorical__device_type_1,0.007936370559036732
numeric__credit_length_months,0.007929466664791107
numeric__apply_weekday_sin,0.0077192471362650394
categorical__education_level_3,0.007371017709374428
categorical__gender_1,0.007325996644794941
categorical__city_tier_3,0.007324096281081438
categorical__device_type_0,0.007217308506369591
numeric__apply_weekday_cos,0.007108637131750584
categorical__education_level_2,0.00668521411716938
numeric__apply_is_weekend,0.006022177636623383
categorical__education_level_1,0.00597135815769434
categorical__repayment_period_3,0.0
categorical__repayment_period_36,0.0
