window,row_count,roc_auc,pr_auc,ks,brier,ece,bad_recall,high_risk_rate,score_mean,score_std,score_psi_vs_w1
W2,37142,0.9629597777397882,0.7200748075348498,0.804634773570836,0.017812982624582453,0.002183475758591262,0.8911882510013351,0.11932583059609068,0.04035287626153644,0.14807767357201498,0.00020301296900424222
W3,37049,0.9640413485547993,0.7392547049063498,0.8072130870789272,0.016930918962610557,0.0019675025159178873,0.8947721179624665,0.12038111689924154,0.040220377866413734,0.14919015375381695,0.00018600097327833436
