feature,importance
numeric__max_overdue_days,0.17788814008235931
numeric__judicial_risk_score,0.07228013128042221
numeric__overdue_history,0.06586375087499619
numeric__blacklist_hit,0.06098972260951996
numeric__reg_to_apply_days,0.06037762016057968
numeric__emulator_flag,0.05592895671725273
numeric__social_score,0.0376301072537899
numeric__credit_query_times,0.037280380725860596
numeric__gps_anomaly,0.034178752452135086
numeric__multi_loan_count,0.03394943103194237
numeric__telecom_score,0.02549946866929531
numeric__ecomm_risk_score,0.019695807248353958
categorical__repayment_period_3,0.012447437271475792
categorical__device_type_1,0.01208692230284214
numeric__ip_change_freq,0.011446942575275898
categorical__gender_1,0.0114273801445961
categorical__repayment_period_24,0.010756189934909344
categorical__repayment_period_36,0.010736102238297462
numeric__credit_utilization,0.010532878339290619
categorical__marital_status_2,0.010405111126601696
categorical__marital_status_1,0.010276798158884048
numeric__job_stability,0.010194116272032261
categorical__education_level_3,0.010180472396314144
numeric__loan_amount_request,0.009711945429444313
categorical__education_level_5,0.009547164663672447
numeric__night_activity_ratio,0.00954161211848259
numeric__income_level,0.009530125185847282
numeric__session_count,0.009364019148051739
numeric__consumption_level,0.009353294968605042
numeric__apply_hour_cos,0.009296249598264694
numeric__age,0.009211820550262928
numeric__device_risk_score,0.00913596898317337
numeric__debt_income_ratio,0.009134387597441673
numeric__click_frequency,0.009124397300183773
categorical__city_tier_3,0.009038295596837997
numeric__apply_hour_sin,0.009002069011330605
categorical__device_type_0,0.008880093693733215
numeric__app_duration,0.008372467942535877
numeric__page_depth,0.008348406292498112
numeric__credit_length_months,0.00824106577783823
numeric__apply_weekday_cos,0.008187095634639263
categorical__gender_0,0.007720086723566055
numeric__apply_weekday_sin,0.007479851134121418
categorical__device_type_2,0.007462705951184034
categorical__repayment_period_6,0.006600347813218832
categorical__education_level_2,0.005663979798555374
numeric__apply_is_weekend,0.0
categorical__city_tier_1,0.0
categorical__city_tier_2,0.0
categorical__marital_status_0,0.0
categorical__city_tier_4,0.0
numeric__apply_is_night,0.0
categorical__repayment_period_12,0.0
categorical__education_level_4,0.0
categorical__education_level_1,0.0
