window,row_count,roc_auc,pr_auc,ks,brier,ece,bad_recall,high_risk_rate,score_mean,score_std,score_psi_vs_w1
W2,37142,0.9648896785883965,0.7471477780807206,0.8052029571767332,0.01661937351725746,0.001683258773214846,0.8731642189586115,0.10136772387055086,0.03879026360094133,0.14761590869140429,0.00016942060592342478
W3,37049,0.9655883492132595,0.7573340173038039,0.8163168099010455,0.01603311576671425,0.002278550323373927,0.881367292225201,0.09792437042835164,0.038503884522755556,0.14869887093946463,0.0002032709487122336
