feature,importance
model_term_016,1.0594304594656994
model_term_005,0.6379786780257293
model_term_002,0.5648381095439988
model_term_006,0.4163142526659099
model_term_001,0.3842728379614689
model_term_009,0.33906303777988284
model_term_000,0.29663767815407915
model_term_007,0.28018979177008474
model_term_008,0.2577980107685424
model_term_019,0.12005038447435216
model_term_020,0.09175119576273816
model_term_057,0.07301197999350022
model_term_059,0.06664603447436977
model_term_063,0.06405544099405684
model_term_023,0.05898307952201736
model_term_010,0.05792296663357853
model_term_058,0.057794232254935345
model_term_055,0.05290432773569785
model_term_056,0.04912414439558381
model_term_064,0.04896115272547914
model_term_021,0.04750878238123405
model_term_024,0.04606734887718399
model_term_061,0.04390527745382537
model_term_026,0.03714417998962894
model_term_065,0.03667247897970645
model_term_062,0.03395519023095639
model_term_015,0.032562638877722365
model_term_014,0.032323643799865256
model_term_012,0.02968281540067302
model_term_022,0.029535500474550724
model_term_051,0.028532571564189414
model_term_042,0.028135688955967457
model_term_028,0.02579136187433135
model_term_017,0.02464821162218868
model_term_060,0.023690229361672643
model_term_013,0.02268003186501584
model_term_011,0.022022238032931418
model_term_034,0.021266060724899824
model_term_036,0.02088964980751536
model_term_035,0.020740675056032512
model_term_004,0.018796211423063317
model_term_003,0.01772533568108475
model_term_029,0.016707089538443003
model_term_030,0.01626299224805072
model_term_043,0.014769818098975485
model_term_027,0.014421363314004412
model_term_037,0.012883591720964514
model_term_041,0.01279774894991343
model_term_045,0.012133199753340106
model_term_044,0.012055458393695121
model_term_025,0.011489983335335366
model_term_031,0.011415963429255322
model_term_018,0.010642566606813446
model_term_052,0.010611029184846132
model_term_053,0.009571232644173457
model_term_039,0.008874311193989497
model_term_050,0.006711915706560675
model_term_032,0.005547488915525385
model_term_040,0.005473947369836705
model_term_038,0.005162236067451079
model_term_033,0.001844620795226624
model_term_047,0.0018133090384517413
model_term_048,0.0015602206777361296
model_term_049,0.0010625678123783293
model_term_046,0.0009140238400772814
model_term_054,0.00012871057711921278
