candidate_id,parameters_json,w0_tune_roc_auc,fit_seconds,status,error
1,"{""class_weight"": null, ""feature_fraction"": 0.7, ""learning_rate"": 0.03, ""max_depth"": 5, ""min_child_samples"": 20, ""n_estimators"": 400, ""num_leaves"": 15}",0.9408855638963227,0.5424267089692876,PASS,
2,"{""class_weight"": ""balanced"", ""feature_fraction"": 0.9, ""learning_rate"": 0.06, ""max_depth"": 8, ""min_child_samples"": 50, ""n_estimators"": 700, ""num_leaves"": 31}",0.9353740811101601,1.644973916001618,PASS,
