feature,importance
model_term_016,1.0735671988219884
model_term_005,0.6351786650082409
model_term_002,0.5713178892497137
model_term_006,0.413235224932831
model_term_001,0.38471655388612075
model_term_009,0.33424915238328823
model_term_000,0.30401290451985546
model_term_008,0.282479358595462
model_term_007,0.27437127177534043
model_term_058,0.1299846625224219
model_term_019,0.12030011689681723
model_term_051,0.09952514389336835
model_term_059,0.0981888918496062
model_term_020,0.0921315370750034
model_term_023,0.061065374103145664
model_term_010,0.05939433677354969
model_term_054,0.055925382862697784
model_term_021,0.04992342464972324
model_term_064,0.04756683463712595
model_term_050,0.04702405485216762
model_term_024,0.04568550257161913
model_term_055,0.04481967857962186
model_term_061,0.04381365817238939
model_term_026,0.04129681563521949
model_term_053,0.03895772166291505
model_term_052,0.03706869052768695
model_term_057,0.03650436390125121
model_term_014,0.03617557695346231
model_term_060,0.036125686985913785
model_term_056,0.03497708018081542
model_term_015,0.03308816149299482
model_term_062,0.031752902936940504
model_term_046,0.028436694943048173
model_term_028,0.028149340493014086
model_term_017,0.027567030494981725
model_term_012,0.02722379977312501
model_term_011,0.0271350572069481
model_term_022,0.026892857754622156
model_term_003,0.025634649872933468
model_term_029,0.02365250647179643
model_term_063,0.022725690055537765
model_term_013,0.02178432229454722
model_term_004,0.021701856324599963
model_term_035,0.01965734375886385
model_term_027,0.01814733295797929
model_term_036,0.017617621541818236
model_term_025,0.017096413302059608
model_term_030,0.01575007228588772
model_term_034,0.015585198554244815
model_term_031,0.013455682716839272
model_term_045,0.012753937794091404
model_term_018,0.012379916147531
model_term_037,0.009000809908326099
model_term_039,0.006675250853274697
model_term_033,0.006364262838063472
model_term_047,0.006182846944469441
model_term_040,0.005952881116570854
model_term_048,0.0039989202559268956
model_term_049,0.003958531764683182
model_term_041,0.002936373047097756
model_term_038,0.0028327061359134514
model_term_043,0.0023479344474337783
model_term_032,0.0019425785221896237
model_term_044,0.0006165853076690499
model_term_042,8.691625081130988e-05
