window,row_count,roc_auc,pr_auc,ks,brier,ece,bad_recall,high_risk_rate,score_mean,score_std,score_psi_vs_w1
W2,37142,0.9622998715678062,0.7315221454494243,0.8018135204100362,0.017768321062558653,0.0034874037018068236,0.8885180240320427,0.11937967799256906,0.04012485751452549,0.14766212698505718,0.00027717680833318854
W3,37049,0.9651518356547328,0.7474930156052105,0.8079361642722809,0.016935472834275184,0.0035884202489104896,0.8914209115281502,0.1180868579448838,0.03997672555673936,0.14857113587653406,3.8447921991477644e-05
