feature,importance
model_term_016,1.1689256938598274
model_term_017,0.9377560263948805
model_term_005,0.6662991154869092
model_term_002,0.49144119458583163
model_term_006,0.4222879536409905
model_term_001,0.37157906280198344
model_term_009,0.33668580836720724
model_term_007,0.3341806092251705
model_term_000,0.2856982120449389
model_term_008,0.2315631121202799
model_term_062,0.15190269560336722
model_term_020,0.11554845488686548
model_term_022,0.08799141833109562
model_term_025,0.08774682669247666
model_term_021,0.08721099811307677
model_term_024,0.06147431352131505
model_term_013,0.0613381515688178
model_term_010,0.05407245348213371
model_term_014,0.04937292843300475
model_term_061,0.04831116738742597
model_term_064,0.046642510370205684
model_term_065,0.042682114450172656
model_term_058,0.04081028431628444
model_term_023,0.03821202520583103
model_term_026,0.03743101449519663
model_term_011,0.03468710647947173
model_term_003,0.034287823934132426
model_term_018,0.032370555515299916
model_term_063,0.03163818631674174
model_term_056,0.031179256086544045
model_term_012,0.02968857209749958
model_term_057,0.02915188511887781
model_term_019,0.029082001122510356
model_term_060,0.027640566574260537
model_term_027,0.026821505251637245
model_term_039,0.026540682175762276
model_term_059,0.02632979612182225
model_term_028,0.025728334808290607
model_term_015,0.02556947139438485
model_term_052,0.020697923942549656
model_term_029,0.019797403661457814
model_term_037,0.019300398408556022
model_term_036,0.018222653652184468
model_term_031,0.01803877169824355
model_term_054,0.017177635547447476
model_term_034,0.015039352024151425
model_term_048,0.014799192221994037
model_term_043,0.014797184850161016
model_term_030,0.013146783426181967
model_term_044,0.011532695990013248
model_term_004,0.011209864747672311
model_term_045,0.009406423674710118
model_term_046,0.009308205116356475
model_term_050,0.00834037971994594
model_term_040,0.007107536879475183
model_term_038,0.005995882841174887
model_term_051,0.005250206528578078
model_term_035,0.005170272627413644
model_term_053,0.004888816936163266
model_term_032,0.004826998136128358
model_term_041,0.004652005528410406
model_term_049,0.0032967294224019077
model_term_055,0.0030093764827143488
model_term_042,0.0028494504577038634
model_term_047,0.002799767039881982
model_term_033,0.0024802583706184126
