candidate_id,parameters_json,w0_tune_roc_auc,fit_seconds,status,error
1,"{""colsample_bytree"": 0.75, ""learning_rate"": 0.015, ""max_depth"": 5, ""min_child_weight"": 15, ""n_estimators"": 700, ""scale_pos_weight"": 1.0, ""subsample"": 0.85}",0.9577880808704381,0.36926424998091534,PASS,
2,"{""colsample_bytree"": 0.95, ""learning_rate"": 0.04, ""max_depth"": 6, ""min_child_weight"": 30, ""n_estimators"": 1000, ""scale_pos_weight"": 24.72511144130758, ""subsample"": 1.0}",0.9540518838854893,0.5457888329983689,PASS,
