window,row_count,roc_auc,pr_auc,ks,brier,ece,bad_recall,high_risk_rate,score_mean,score_std,score_psi_vs_w1
W2,37142,0.9839295696547629,0.8671452286165892,0.8788914153146852,0.011127726943141425,0.002173869279764543,0.9419225634178905,0.0993484465026116,0.03853657504095877,0.16356779563128065,8.323497822965968e-05
W3,37049,0.9838391022050386,0.8773762047330276,0.8835709246362804,0.010407245465970312,0.0028679679240894347,0.943029490616622,0.09557612891036195,0.03811307314124328,0.1639712595082719,2.432182647095339e-05
