window,row_count,roc_auc,pr_auc,ks,brier,ece,bad_recall,high_risk_rate,score_mean,score_std,score_psi_vs_w1
W2,37142,0.9627328451551531,0.7179624955902842,0.8069929846236459,0.01787396459688771,0.0023075266484030407,0.8978638184245661,0.12341823272844758,0.04032915411252572,0.14918743150793382,0.0001641112515037063
W3,37049,0.9645276914814344,0.7364338681751518,0.8068661382045563,0.016990712768258157,0.0019679982949201047,0.8967828418230563,0.122972279953575,0.040188160611520495,0.14974515134734867,0.0002744929957259326
